DateKey,Date,Day,DayName,DayOfWeekNumber,WeekOfYear,MonthNumber,MonthName,MonthShort,Quarter,Year,YearMonth,MonthYear,FinancialYear,FinancialQuarter,IsWeekend,Season,IsMonthEnd
20230403,2023-04-03,3,Monday,1,14,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230404,2023-04-04,4,Tuesday,2,14,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230405,2023-04-05,5,Wednesday,3,14,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230406,2023-04-06,6,Thursday,4,14,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230407,2023-04-07,7,Friday,5,14,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230408,2023-04-08,8,Saturday,6,14,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,Yes,Spring,No
20230409,2023-04-09,9,Sunday,7,14,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,Yes,Spring,No
20230410,2023-04-10,10,Monday,1,15,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230411,2023-04-11,11,Tuesday,2,15,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230412,2023-04-12,12,Wednesday,3,15,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230413,2023-04-13,13,Thursday,4,15,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230414,2023-04-14,14,Friday,5,15,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230415,2023-04-15,15,Saturday,6,15,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,Yes,Spring,No
20230416,2023-04-16,16,Sunday,7,15,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,Yes,Spring,No
20230417,2023-04-17,17,Monday,1,16,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230418,2023-04-18,18,Tuesday,2,16,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230419,2023-04-19,19,Wednesday,3,16,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230420,2023-04-20,20,Thursday,4,16,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230421,2023-04-21,21,Friday,5,16,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230422,2023-04-22,22,Saturday,6,16,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,Yes,Spring,No
20230423,2023-04-23,23,Sunday,7,16,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,Yes,Spring,No
20230424,2023-04-24,24,Monday,1,17,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230425,2023-04-25,25,Tuesday,2,17,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230426,2023-04-26,26,Wednesday,3,17,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230427,2023-04-27,27,Thursday,4,17,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230428,2023-04-28,28,Friday,5,17,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,No,Spring,No
20230429,2023-04-29,29,Saturday,6,17,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,Yes,Spring,No
20230430,2023-04-30,30,Sunday,7,17,4,April,Apr,Q2,2023,2023-04,Apr 2023,2023/24,FQ1,Yes,Spring,Yes
20230501,2023-05-01,1,Monday,1,18,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230502,2023-05-02,2,Tuesday,2,18,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230503,2023-05-03,3,Wednesday,3,18,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230504,2023-05-04,4,Thursday,4,18,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230505,2023-05-05,5,Friday,5,18,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230506,2023-05-06,6,Saturday,6,18,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,Yes,Spring,No
20230507,2023-05-07,7,Sunday,7,18,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,Yes,Spring,No
20230508,2023-05-08,8,Monday,1,19,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230509,2023-05-09,9,Tuesday,2,19,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230510,2023-05-10,10,Wednesday,3,19,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230511,2023-05-11,11,Thursday,4,19,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230512,2023-05-12,12,Friday,5,19,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230513,2023-05-13,13,Saturday,6,19,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,Yes,Spring,No
20230514,2023-05-14,14,Sunday,7,19,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,Yes,Spring,No
20230515,2023-05-15,15,Monday,1,20,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230516,2023-05-16,16,Tuesday,2,20,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230517,2023-05-17,17,Wednesday,3,20,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230518,2023-05-18,18,Thursday,4,20,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230519,2023-05-19,19,Friday,5,20,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230520,2023-05-20,20,Saturday,6,20,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,Yes,Spring,No
20230521,2023-05-21,21,Sunday,7,20,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,Yes,Spring,No
20230522,2023-05-22,22,Monday,1,21,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230523,2023-05-23,23,Tuesday,2,21,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230524,2023-05-24,24,Wednesday,3,21,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230525,2023-05-25,25,Thursday,4,21,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230526,2023-05-26,26,Friday,5,21,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230527,2023-05-27,27,Saturday,6,21,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,Yes,Spring,No
20230528,2023-05-28,28,Sunday,7,21,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,Yes,Spring,No
20230529,2023-05-29,29,Monday,1,22,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230530,2023-05-30,30,Tuesday,2,22,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,No
20230531,2023-05-31,31,Wednesday,3,22,5,May,May,Q2,2023,2023-05,May 2023,2023/24,FQ1,No,Spring,Yes
20230601,2023-06-01,1,Thursday,4,22,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230602,2023-06-02,2,Friday,5,22,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230603,2023-06-03,3,Saturday,6,22,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,Yes,Summer,No
20230604,2023-06-04,4,Sunday,7,22,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,Yes,Summer,No
20230605,2023-06-05,5,Monday,1,23,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230606,2023-06-06,6,Tuesday,2,23,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230607,2023-06-07,7,Wednesday,3,23,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230608,2023-06-08,8,Thursday,4,23,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230609,2023-06-09,9,Friday,5,23,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230610,2023-06-10,10,Saturday,6,23,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,Yes,Summer,No
20230611,2023-06-11,11,Sunday,7,23,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,Yes,Summer,No
20230612,2023-06-12,12,Monday,1,24,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230613,2023-06-13,13,Tuesday,2,24,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230614,2023-06-14,14,Wednesday,3,24,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230615,2023-06-15,15,Thursday,4,24,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230616,2023-06-16,16,Friday,5,24,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230617,2023-06-17,17,Saturday,6,24,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,Yes,Summer,No
20230618,2023-06-18,18,Sunday,7,24,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,Yes,Summer,No
20230619,2023-06-19,19,Monday,1,25,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230620,2023-06-20,20,Tuesday,2,25,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230621,2023-06-21,21,Wednesday,3,25,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230622,2023-06-22,22,Thursday,4,25,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230623,2023-06-23,23,Friday,5,25,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230624,2023-06-24,24,Saturday,6,25,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,Yes,Summer,No
20230625,2023-06-25,25,Sunday,7,25,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,Yes,Summer,No
20230626,2023-06-26,26,Monday,1,26,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230627,2023-06-27,27,Tuesday,2,26,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230628,2023-06-28,28,Wednesday,3,26,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230629,2023-06-29,29,Thursday,4,26,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,No
20230630,2023-06-30,30,Friday,5,26,6,June,Jun,Q2,2023,2023-06,Jun 2023,2023/24,FQ1,No,Summer,Yes
20230701,2023-07-01,1,Saturday,6,26,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230702,2023-07-02,2,Sunday,7,26,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230703,2023-07-03,3,Monday,1,27,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230704,2023-07-04,4,Tuesday,2,27,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230705,2023-07-05,5,Wednesday,3,27,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230706,2023-07-06,6,Thursday,4,27,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230707,2023-07-07,7,Friday,5,27,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230708,2023-07-08,8,Saturday,6,27,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230709,2023-07-09,9,Sunday,7,27,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230710,2023-07-10,10,Monday,1,28,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230711,2023-07-11,11,Tuesday,2,28,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230712,2023-07-12,12,Wednesday,3,28,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230713,2023-07-13,13,Thursday,4,28,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230714,2023-07-14,14,Friday,5,28,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230715,2023-07-15,15,Saturday,6,28,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230716,2023-07-16,16,Sunday,7,28,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230717,2023-07-17,17,Monday,1,29,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230718,2023-07-18,18,Tuesday,2,29,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230719,2023-07-19,19,Wednesday,3,29,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230720,2023-07-20,20,Thursday,4,29,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230721,2023-07-21,21,Friday,5,29,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230722,2023-07-22,22,Saturday,6,29,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230723,2023-07-23,23,Sunday,7,29,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230724,2023-07-24,24,Monday,1,30,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230725,2023-07-25,25,Tuesday,2,30,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230726,2023-07-26,26,Wednesday,3,30,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230727,2023-07-27,27,Thursday,4,30,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230728,2023-07-28,28,Friday,5,30,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,No
20230729,2023-07-29,29,Saturday,6,30,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230730,2023-07-30,30,Sunday,7,30,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,Yes,Summer,No
20230731,2023-07-31,31,Monday,1,31,7,July,Jul,Q3,2023,2023-07,Jul 2023,2023/24,FQ2,No,Summer,Yes
20230801,2023-08-01,1,Tuesday,2,31,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230802,2023-08-02,2,Wednesday,3,31,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230803,2023-08-03,3,Thursday,4,31,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230804,2023-08-04,4,Friday,5,31,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230805,2023-08-05,5,Saturday,6,31,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,Yes,Summer,No
20230806,2023-08-06,6,Sunday,7,31,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,Yes,Summer,No
20230807,2023-08-07,7,Monday,1,32,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230808,2023-08-08,8,Tuesday,2,32,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230809,2023-08-09,9,Wednesday,3,32,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230810,2023-08-10,10,Thursday,4,32,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230811,2023-08-11,11,Friday,5,32,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230812,2023-08-12,12,Saturday,6,32,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,Yes,Summer,No
20230813,2023-08-13,13,Sunday,7,32,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,Yes,Summer,No
20230814,2023-08-14,14,Monday,1,33,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230815,2023-08-15,15,Tuesday,2,33,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230816,2023-08-16,16,Wednesday,3,33,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230817,2023-08-17,17,Thursday,4,33,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230818,2023-08-18,18,Friday,5,33,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230819,2023-08-19,19,Saturday,6,33,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,Yes,Summer,No
20230820,2023-08-20,20,Sunday,7,33,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,Yes,Summer,No
20230821,2023-08-21,21,Monday,1,34,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230822,2023-08-22,22,Tuesday,2,34,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230823,2023-08-23,23,Wednesday,3,34,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230824,2023-08-24,24,Thursday,4,34,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230825,2023-08-25,25,Friday,5,34,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230826,2023-08-26,26,Saturday,6,34,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,Yes,Summer,No
20230827,2023-08-27,27,Sunday,7,34,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,Yes,Summer,No
20230828,2023-08-28,28,Monday,1,35,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230829,2023-08-29,29,Tuesday,2,35,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230830,2023-08-30,30,Wednesday,3,35,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,No
20230831,2023-08-31,31,Thursday,4,35,8,August,Aug,Q3,2023,2023-08,Aug 2023,2023/24,FQ2,No,Summer,Yes
20230901,2023-09-01,1,Friday,5,35,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230902,2023-09-02,2,Saturday,6,35,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,Yes,Autumn,No
20230903,2023-09-03,3,Sunday,7,35,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,Yes,Autumn,No
20230904,2023-09-04,4,Monday,1,36,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230905,2023-09-05,5,Tuesday,2,36,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230906,2023-09-06,6,Wednesday,3,36,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230907,2023-09-07,7,Thursday,4,36,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230908,2023-09-08,8,Friday,5,36,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230909,2023-09-09,9,Saturday,6,36,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,Yes,Autumn,No
20230910,2023-09-10,10,Sunday,7,36,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,Yes,Autumn,No
20230911,2023-09-11,11,Monday,1,37,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230912,2023-09-12,12,Tuesday,2,37,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230913,2023-09-13,13,Wednesday,3,37,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230914,2023-09-14,14,Thursday,4,37,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230915,2023-09-15,15,Friday,5,37,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230916,2023-09-16,16,Saturday,6,37,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,Yes,Autumn,No
20230917,2023-09-17,17,Sunday,7,37,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,Yes,Autumn,No
20230918,2023-09-18,18,Monday,1,38,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230919,2023-09-19,19,Tuesday,2,38,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230920,2023-09-20,20,Wednesday,3,38,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230921,2023-09-21,21,Thursday,4,38,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230922,2023-09-22,22,Friday,5,38,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230923,2023-09-23,23,Saturday,6,38,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,Yes,Autumn,No
20230924,2023-09-24,24,Sunday,7,38,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,Yes,Autumn,No
20230925,2023-09-25,25,Monday,1,39,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230926,2023-09-26,26,Tuesday,2,39,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230927,2023-09-27,27,Wednesday,3,39,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230928,2023-09-28,28,Thursday,4,39,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230929,2023-09-29,29,Friday,5,39,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,No,Autumn,No
20230930,2023-09-30,30,Saturday,6,39,9,September,Sep,Q3,2023,2023-09,Sep 2023,2023/24,FQ2,Yes,Autumn,Yes
20231001,2023-10-01,1,Sunday,7,39,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,Yes,Autumn,No
20231002,2023-10-02,2,Monday,1,40,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231003,2023-10-03,3,Tuesday,2,40,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231004,2023-10-04,4,Wednesday,3,40,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231005,2023-10-05,5,Thursday,4,40,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231006,2023-10-06,6,Friday,5,40,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231007,2023-10-07,7,Saturday,6,40,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,Yes,Autumn,No
20231008,2023-10-08,8,Sunday,7,40,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,Yes,Autumn,No
20231009,2023-10-09,9,Monday,1,41,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231010,2023-10-10,10,Tuesday,2,41,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231011,2023-10-11,11,Wednesday,3,41,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231012,2023-10-12,12,Thursday,4,41,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231013,2023-10-13,13,Friday,5,41,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231014,2023-10-14,14,Saturday,6,41,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,Yes,Autumn,No
20231015,2023-10-15,15,Sunday,7,41,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,Yes,Autumn,No
20231016,2023-10-16,16,Monday,1,42,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231017,2023-10-17,17,Tuesday,2,42,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231018,2023-10-18,18,Wednesday,3,42,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231019,2023-10-19,19,Thursday,4,42,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231020,2023-10-20,20,Friday,5,42,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231021,2023-10-21,21,Saturday,6,42,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,Yes,Autumn,No
20231022,2023-10-22,22,Sunday,7,42,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,Yes,Autumn,No
20231023,2023-10-23,23,Monday,1,43,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231024,2023-10-24,24,Tuesday,2,43,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
20231025,2023-10-25,25,Wednesday,3,43,10,October,Oct,Q4,2023,2023-10,Oct 2023,2023/24,FQ3,No,Autumn,No
